t,value
1663430847,4280000000
1663430848,4330000000
1663430849,4370000000
1663430850,4400000000
1663430851,6370000000
1663430852,8060000000
1663430853,10830000000
1663430854,14480000000
1663430855,16710000000
1663430856,17370000000
1663430857,21010000000
1663430858,24690000000
1663430859,25540000000
1663430860,25560000000
1663430861,27000000000
1663430862,30740000000
1663430863,34600000000
1663430864,37490000000
1663430865,41310000000
1663430866,44850000000
1663430867,47010000000
1663430868,49430000000
1663430869,50850000000
1663430870,50870000000
1663430871,53110000000
1663430872,56740000000
1663430872,56840000000
