t,value
1663366626,4670000000
1663366627,4730000000
1663366628,4770000000
1663366629,4880000000
1663366630,7400000000
1663366631,9270000000
1663366632,11400000000
1663366633,14740000000
1663366634,15950000000
1663366635,18800000000
1663366636,21670000000
1663366637,23750000000
1663366638,27240000000
1663366639,27700000000
1663366640,29950000000
1663366641,33580000000
1663366642,35360000000
1663366643,38060000000
1663366644,41110000000
1663366645,43430000000
1663366646,46100000000
1663366647,46770000000
1663366648,48320000000
1663366649,50630000000
1663366650,53570000000
1663366651,53680000000
