t,value
1663357916,4590000000
1663357917,4640000000
1663357918,4710000000
1663357919,4750000000
1663357920,6590000000
1663357921,8170000000
1663357922,10820000000
1663357923,14180000000
1663357924,17230000000
1663357925,18090000000
1663357926,18100000000
1663357927,18140000000
1663357928,18180000000
1663357929,20680000000
1663357930,23990000000
1663357931,26980000000
1663357932,29410000000
1663357933,29710000000
1663357934,29740000000
1663357935,29760000000
1663357936,32260000000
1663357937,35390000000
1663357938,38230000000
1663357939,41570000000
1663357940,44560000000
1663357940,45690000000
