t,value
1663438353,4590000000
1663438354,4650000000
1663438355,4700000000
1663438356,4920000000
1663438357,7580000000
1663438358,10340000000
1663438359,12590000000
1663438360,16200000000
1663438361,19750000000
1663438362,20490000000
1663438363,23340000000
1663438364,27210000000
1663438365,29230000000
1663438366,32170000000
1663438367,36110000000
1663438368,39180000000
1663438369,39370000000
1663438370,39390000000
1663438371,40080000000
1663438372,43560000000
1663438374,47850000000
1663438374,51200000000
1663438375,53970000000
1663438376,57900000000
1663438377,61830000000
1663438378,63420000000
1663438379,66160000000
1663438380,68010000000
1663438381,68430000000
1663438382,68440000000
1663438383,70960000000
1663438384,74890000000
1663438385,77690000000
1663438386,81620000000
1663438387,83390000000
