t,value
1663363343,4580000000
1663363344,4630000000
1663363345,4670000000
1663363346,4700000000
1663363347,5540000000
1663363348,6990000000
1663363349,8620000000
1663363350,10570000000
1663363351,12540000000
1663363352,13370000000
1663363353,14250000000
1663363354,16220000000
1663363355,16780000000
1663363356,16830000000
1663363357,18870000000
1663363358,20230000000
1663363359,22090000000
1663363360,23540000000
1663363361,24610000000
1663363362,25600000000
1663363363,25720000000
1663363364,26950000000
1663363365,27040000000
