t,value
1663353395,4680000000
1663353396,4740000000
1663353397,4780000000
1663353398,4810000000
1663353399,4850000000
1663353400,5290000000
1663353401,6270000000
1663353402,7240000000
1663353403,8220000000
1663353404,9240000000
1663353405,10450000000
1663353406,11490000000
1663353407,12450000000
1663353408,13490000000
1663353409,14090000000
1663353410,14250000000
1663353411,14310000000
1663353412,14770000000
1663353413,15810000000
1663353414,16840000000
1663353415,17620000000
1663353416,17650000000
1663353417,17750000000
1663353418,18330000000
1663353419,19120000000
1663353420,20210000000
1663353421,21340000000
1663353422,21960000000
1663353423,22720000000
1663353424,23880000000
1663353425,24890000000
1663353426,25250000000
1663353427,26170000000
1663353428,26950000000
1663353429,27470000000
1663353430,27720000000
1663353431,27730000000
1663353432,28310000000
1663353433,29240000000
1663353434,30050000000
1663353434,30100000000
