t,value
1663361688,5220000000
1663361689,5260000000
1663361690,5300000000
1663361691,5320000000
1663361692,5580000000
1663361693,6910000000
1663361694,8020000000
1663361695,8960000000
1663361696,10120000000
1663361697,11440000000
1663361698,13010000000
1663361699,14530000000
1663361700,14650000000
1663361701,14760000000
1663361702,15050000000
1663361703,16380000000
1663361704,17610000000
1663361705,19200000000
1663361706,19630000000
1663361707,19650000000
1663361708,20860000000
1663361709,21790000000
1663361710,23020000000
1663361711,23150000000
