t,value
1663438634,4420000000
1663438635,4460000000
1663438636,4500000000
1663438637,4750000000
1663438638,7580000000
1663438639,10440000000
1663438640,12600000000
1663438641,16150000000
1663438642,19040000000
1663438643,19870000000
1663438644,23610000000
1663438645,27170000000
1663438646,27820000000
1663438647,27850000000
1663438648,30390000000
1663438649,34180000000
1663438650,37770000000
1663438651,39970000000
1663438652,43870000000
1663438653,47190000000
1663438654,49240000000
1663438655,51420000000
1663438656,52560000000
1663438657,54300000000
1663438658,55890000000
1663438659,59670000000
1663438660,61460000000
