t,value
1663352624,4600000000
1663352625,4660000000
1663352626,4710000000
1663352627,4760000000
1663352628,4790000000
1663352629,5270000000
1663352630,6330000000
1663352631,7370000000
1663352632,7980000000
1663352633,8660000000
1663352634,9510000000
1663352635,10680000000
1663352636,11690000000
1663352637,12860000000
1663352638,14450000000
1663352639,14600000000
1663352640,14980000000
1663352641,16110000000
1663352642,17220000000
1663352643,18010000000
1663352644,18250000000
1663352645,19230000000
1663352646,20120000000
1663352647,20270000000
1663352648,20290000000
1663352649,21320000000
1663352650,22310000000
1663352651,22970000000
1663352652,23740000000
1663352653,24790000000
1663352654,25380000000
1663352655,26190000000
1663352656,26610000000
1663352657,27390000000
1663352658,27430000000
1663352659,28190000000
1663352660,29110000000
1663352661,30100000000
1663352661,30310000000
