t,value
1663369398,4610000000
1663369399,4660000000
1663369400,4700000000
1663369401,4740000000
1663369402,5960000000
1663369403,7530000000
1663369404,8960000000
1663369405,10530000000
1663369406,12190000000
1663369407,13100000000
1663369408,13190000000
1663369409,13240000000
1663369410,13430000000
1663369411,15290000000
1663369412,17440000000
1663369413,18970000000
1663369414,19230000000
1663369415,19240000000
1663369416,19750000000
1663369417,21120000000
1663369418,21890000000
1663369419,23000000000
1663369420,23920000000
