t,value
1663422723,4440000000
1663422724,4480000000
1663422725,4540000000
1663422726,4580000000
1663422727,6580000000
1663422728,8350000000
1663422729,11020000000
1663422730,14520000000
1663422731,17760000000
1663422732,19170000000
1663422733,23010000000
1663422734,25530000000
1663422735,26970000000
1663422736,30860000000
1663422737,34290000000
1663422738,34680000000
1663422739,37230000000
1663422741,39910000000
1663422741,42850000000
1663422742,46630000000
1663422743,48130000000
1663422744,51880000000
1663422745,55790000000
1663422746,58550000000
1663422747,61080000000
1663422748,63410000000
1663422749,64580000000
1663422750,65610000000
1663422751,69360000000
1663422752,72690000000
1663422753,75490000000
1663422754,78620000000
1663422755,78740000000
