t,value
1663354343,4700000000
1663354344,4750000000
1663354345,4780000000
1663354346,4830000000
1663354347,4880000000
1663354348,5690000000
1663354349,6490000000
1663354350,7400000000
1663354351,8330000000
1663354352,9740000000
1663354353,11040000000
1663354354,12150000000
1663354355,12810000000
1663354356,13300000000
1663354357,13330000000
1663354358,14290000000
1663354359,15300000000
1663354360,16280000000
1663354361,17490000000
1663354362,17960000000
1663354363,18030000000
1663354364,18510000000
1663354365,19040000000
1663354366,19970000000
1663354367,20380000000
1663354367,20590000000
