t,value
1663380411,4510000000
1663380412,4560000000
1663380413,4600000000
1663380414,4720000000
1663380415,6660000000
1663380416,8430000000
1663380417,10870000000
1663380418,14160000000
1663380419,14990000000
1663380420,17990000000
1663380421,20810000000
1663380422,22200000000
1663380423,25350000000
1663380424,26510000000
1663380425,26720000000
1663380426,27200000000
1663380427,30640000000
1663380428,34090000000
1663380429,36720000000
1663380430,38780000000
1663380431,40210000000
1663380432,41880000000
1663380433,41910000000
1663380434,43630000000
1663380435,46080000000
1663380436,48790000000
1663380436,48810000000
