t,value
1663377867,37543944
1663377868,37720336
1663377869,37842480
1663377870,37946328
1663377871,47999384
1663377872,62348088
1663377873,75841272
1663377874,76596016
1663377875,76946120
1663377876,77068288
1663377877,77141736
1663377878,77451328
1663377879,80871480
1663377880,81551632
1663377881,81451848
1663377882,81167008
1663377883,81360848
1663377884,81411216
1663377885,82211824
1663377886,82858528
1663377887,83219232
1663377888,83286648
1663377889,83325776
1663377890,83351464
1663377891,83470608
1663377892,82786664
1663377892,82986392
