t,value
1663354172,37469072
1663354173,37832592
1663354174,37944936
1663354175,37995632
1663354176,38059160
1663354177,40581520
1663354178,45485280
1663354179,48340568
1663354180,58313368
1663354181,63157064
1663354182,69898352
1663354183,74751744
1663354184,75748984
1663354185,76092872
1663354186,76224584
1663354187,76608200
1663354188,79118584
1663354189,80575536
1663354190,81510384
1663354191,82031464
1663354192,82471552
1663354193,82954288
1663354194,83276472
1663354195,83711032
1663354196,83898848
