t,value
1663379989,37351424
1663379990,37546304
1663379991,37661928
1663379992,37778736
1663379993,45417624
1663379994,59390984
1663379995,71097856
1663379996,76545272
1663379997,77357328
1663379998,82388112
1663379999,84687424
1663380000,86930656
1663380001,87739544
1663380002,88107000
1663380003,90859008
1663380004,91969040
1663380005,93366944
1663380006,93599000
1663380007,94847888
1663380008,95405312
1663380009,97461728
1663380010,98590872
1663380011,98066576
1663380012,98677856
1663380013,99225408
1663380014,100166888
1663380015,100867808
1663380016,101377616
