t,value
1663436934,37413424
1663436935,37596336
1663436936,37723088
1663436937,38657888
1663436938,48716648
1663436939,62797688
1663436940,74227256
1663436941,76024464
1663436942,76636264
1663436943,76743048
1663436944,80670776
1663436945,80721424
1663436946,81223800
1663436947,84029656
1663436948,84351712
1663436949,85503696
1663436950,85625344
1663436951,86264776
1663436952,86300280
1663436953,85970904
1663436954,86892488
1663436955,89660568
1663436956,90992688
1663436957,91675856
1663436958,92170488
1663436959,93128464
1663436960,93246952
1663436961,93801104
1663436961,93438800
