t,value
1663378083,37404056
1663378084,37588456
1663378085,37689040
1663378086,37785704
1663378087,46738680
1663378088,59935136
1663378089,72872664
1663378090,76182256
1663378091,77120648
1663378092,83735992
1663378093,85196936
1663378094,86130504
1663378095,88101504
1663378096,88020544
1663378097,87821976
1663378098,87834920
1663378099,87881096
1663378100,91315336
1663378101,92370312
1663378102,93507720
1663378103,93880064
1663378104,95349656
1663378105,96765888
1663378106,96514008
1663378107,96679264
1663378108,97719632
1663378109,97776952
1663378110,98823728
1663378111,99513208
1663378112,99864640
1663378113,100283992
