t,value
1663352370,37291192
1663352371,37522336
1663352372,37593352
1663352373,37694848
1663352374,39698520
1663352375,44682008
1663352376,48481648
1663352377,56676144
1663352378,61045176
1663352379,66514944
1663352380,71060520
1663352381,75843104
1663352382,76537512
1663352383,76707720
1663352384,77139632
1663352385,77243528
1663352386,80255336
1663352387,83929664
1663352388,84527776
1663352389,84667520
1663352390,85182536
1663352391,86516608
1663352392,87566064
1663352393,87659672
1663352394,87692744
1663352395,87713056
1663352396,87793104
1663352397,87799808
1663352398,89847736
1663352399,91389936
1663352400,91437752
1663352401,91967656
1663352402,92064192
1663352403,93043336
1663352404,93320024
1663352405,93784200
1663352406,94505048
1663352407,94825960
1663352408,94768576
1663352409,95366528
1663352410,96085016
1663352411,96716288
1663352412,96716664
1663352413,96783592
1663352414,96788768
1663352415,97076688
1663352416,97095528
1663352417,97778608
1663352418,98238496
1663352419,98379976
1663352420,98592520
