t,value
1663351807,37255488
1663351808,37732944
1663351809,37830000
1663351810,37931232
1663351811,37997240
1663351812,38060184
1663351813,38071768
1663351814,38137584
1663351815,38169752
1663351816,38191976
1663351817,42535592
1663351818,50967584
1663351819,61652048
1663351820,71018560
1663351821,79398328
1663351822,82750824
1663351823,83230008
1663351824,83552256
1663351825,83631024
1663351826,83637040
1663351827,83674472
1663351828,83698016
1663351829,83668856
1663351830,83672792
1663351831,83687136
1663351832,83692408
1663351833,83779632
1663351834,83801544
1663351835,87407472
1663351836,88423256
1663351837,88438104
1663351838,88441392
1663351839,88534744
1663351840,88547200
1663351841,88756208
1663351842,88806640
1663351843,88839288
1663351844,88855896
1663351845,90462608
1663351846,91093424
1663351847,91093424
1663351848,91093424
1663351849,91179312
1663351849,91189392
