t,value
1663353903,37337312
1663353904,37537992
1663353905,37668736
1663353906,37775544
1663353907,37829304
1663353908,40356776
1663353909,45196096
1663353910,48044608
1663353911,54943120
1663353912,57915456
1663353913,61726528
1663353914,66002648
1663353915,71380712
1663353916,75276072
1663353917,76060352
1663353918,76563920
1663353919,76627240
1663353920,76757664
1663353921,77480160
1663353922,81545920
1663353923,82663936
1663353924,83013776
1663353925,84307056
1663353926,84326984
1663353927,84919768
1663353928,84927664
1663353929,87316200
1663353930,89775256
1663353931,90475296
1663353932,90969984
1663353933,91224016
1663353934,90909344
