t,value
1663360065,37301352
1663360066,37493072
1663360067,37605184
1663360068,37689584
1663360069,39734424
1663360070,44443408
1663360071,50515680
1663360072,59667624
1663360073,66533640
1663360074,72027104
1663360075,75844648
1663360076,76357440
1663360077,76845488
1663360078,81905656
1663360079,84190872
1663360080,84656648
1663360081,86037856
1663360082,86853360
1663360083,87000472
1663360084,87030144
1663360085,88825432
1663360086,90232912
1663360087,90420480
1663360088,91632736
1663360089,92365936
1663360090,94099120
1663360091,94413792
1663360092,95494944
1663360093,96078016
1663360094,96191768
1663360095,96705808
1663360096,96670056
1663360097,97111632
1663360097,97261432
