t,value
1663351808,37521352
1663351809,37704328
1663351810,37844960
1663351811,37941224
1663351812,39591344
1663351813,50470640
1663351814,62962768
1663351815,75941808
1663351816,76552184
1663351817,76568512
1663351818,76599552
1663351819,76657784
1663351820,76773328
1663351821,76801200
1663351822,76827432
1663351823,76837728
1663351824,76671240
1663351825,76741216
1663351826,76776552
1663351827,77970920
1663351828,80540512
1663351829,80570368
1663351830,80790704
1663351831,80826144
1663351832,80834824
1663351833,80924536
1663351834,80947520
1663351835,80957320
1663351836,80940680
1663351837,80941768
1663351838,80872912
1663351839,82479672
1663351840,82873528
1663351841,83362328
1663351842,83464712
1663351843,83512200
1663351844,90263544
1663351845,92277424
1663351846,92334104
1663351847,92352848
1663351848,92355920
1663351849,92365680
1663351849,92544472
