t,value
1663380862,37368272
1663380863,37581792
1663380864,37717912
1663380865,37835416
1663380866,46814840
1663380867,60870208
1663380868,70340808
1663380869,76372944
1663380870,76783512
1663380871,81327560
1663380872,81632656
1663380873,81940592
1663380874,82266952
1663380875,82295560
1663380876,85024816
1663380877,85395552
1663380878,86813368
1663380879,87708328
1663380880,88120592
1663380881,91117200
1663380882,91037376
1663380883,92059080
1663380884,93194168
1663380885,93283736
1663380886,94004264
1663380887,94150568
