t,value
1663362291,37024608
1663362292,37196976
1663362293,37290552
1663362294,37373096
1663362295,37491240
1663362296,42989664
1663362297,47772800
1663362298,58852840
1663362299,62955584
1663362300,69753184
1663362301,75088648
1663362302,75376592
1663362303,75771144
1663362304,76610696
1663362305,80014768
1663362306,80950840
1663362307,81076224
1663362308,82128168
1663362309,82450672
1663362310,82870744
1663362311,82381880
1663362312,82528912
1663362313,82735296
1663362314,84017768
1663362314,84110704
