t,value
1663418929,4340000000
1663418930,4380000000
1663418931,4420000000
1663418932,4450000000
1663418933,6790000000
1663418934,9580000000
1663418935,12050000000
1663418936,14960000000
1663418937,15760000000
1663418938,18260000000
1663418939,20440000000
1663418940,21880000000
1663418941,24070000000
1663418942,24760000000
1663418943,27160000000
1663418944,29820000000
1663418945,32750000000
1663418946,33440000000
1663418947,36130000000
1663418948,38370000000
1663418949,40230000000
1663418950,40290000000
1663418951,41210000000
1663418952,43480000000
1663418953,45600000000
1663418953,45760000000
