t,value
1663371311,4550000000
1663371312,4600000000
1663371313,4640000000
1663371314,4680000000
1663371315,6000000000
1663371316,7720000000
1663371317,10150000000
1663371318,11710000000
1663371319,13590000000
1663371320,13860000000
1663371321,13870000000
1663371322,13940000000
1663371323,14120000000
1663371324,14190000000
1663371325,15430000000
1663371326,17260000000
1663371327,17860000000
1663371328,17870000000
1663371329,18050000000
1663371330,18050000000
1663371331,18140000000
1663371332,18300000000
1663371333,18310000000
1663371334,19260000000
1663371335,20080000000
