t,value
1663369558,4470000000
1663369559,4520000000
1663369560,4560000000
1663369561,4600000000
1663369562,5420000000
1663369563,7180000000
1663369564,8810000000
1663369565,10700000000
1663369566,12770000000
1663369567,13920000000
1663369568,14950000000
1663369569,15190000000
1663369570,15340000000
1663369571,15360000000
1663369572,15400000000
1663369573,15480000000
1663369574,16990000000
1663369575,18630000000
1663369576,19830000000
1663369577,20870000000
1663369578,22500000000
1663369579,23550000000
1663369580,24660000000
1663369581,25750000000
1663369582,27060000000
1663369583,28060000000
1663369584,29380000000
1663369585,30400000000
1663369586,31160000000
1663369587,32190000000
1663369588,33120000000
1663369589,33210000000
