t,value
1663361408,5240000000
1663361409,5290000000
1663361410,5330000000
1663361411,5370000000
1663361412,5500000000
1663361413,6820000000
1663361414,8460000000
1663361415,10480000000
1663361416,11700000000
1663361417,12440000000
1663361418,13690000000
1663361419,15090000000
1663361420,15740000000
1663361421,16020000000
1663361422,17180000000
1663361423,18540000000
1663361424,19550000000
1663361425,19700000000
1663361426,19710000000
1663361427,19750000000
1663361428,20990000000
1663361429,22150000000
1663361430,23660000000
1663361431,24060000000
1663361432,25260000000
1663361433,26440000000
1663361434,27680000000
1663361435,28550000000
1663361436,29010000000
1663361437,29340000000
1663361438,30070000000
1663361439,30130000000
1663361440,30140000000
1663361441,31270000000
1663361442,32500000000
1663361443,32720000000
