t,value
1663429956,4430000000
1663429957,4480000000
1663429958,4500000000
1663429959,4670000000
1663429960,6540000000
1663429961,8480000000
1663429962,11370000000
1663429963,15060000000
1663429964,15710000000
1663429965,18150000000
1663429966,21500000000
1663429967,23910000000
1663429968,26630000000
1663429969,26750000000
1663429970,29060000000
1663429971,32440000000
1663429972,35060000000
1663429973,37130000000
1663429974,41030000000
1663429975,42930000000
1663429976,45530000000
1663429977,47020000000
1663429978,48600000000
1663429979,48880000000
1663429980,49800000000
1663429981,53200000000
1663429982,56310000000
1663429982,56860000000
