t,value
1663428543,4580000000
1663428544,4620000000
1663428545,4650000000
1663428546,5460000000
1663428547,7220000000
1663428548,9670000000
1663428549,12300000000
1663428550,14630000000
1663428551,16660000000
1663428552,19280000000
1663428553,21400000000
1663428554,23050000000
1663428555,23280000000
1663428556,25400000000
1663428557,28830000000
1663428558,32110000000
1663428559,33510000000
1663428560,34910000000
1663428561,35630000000
1663428562,36940000000
1663428563,39700000000
1663428563,40240000000
