t,value
1663417299,4370000000
1663417300,4430000000
1663417301,4470000000
1663417302,4740000000
1663417303,7320000000
1663417304,10150000000
1663417305,12410000000
1663417306,14380000000
1663417307,15510000000
1663417308,15880000000
1663417309,17930000000
1663417310,19310000000
1663417311,20350000000
1663417312,21370000000
1663417313,21740000000
1663417314,21800000000
1663417315,21830000000
1663417316,22430000000
1663417317,24170000000
1663417318,25460000000
1663417319,27050000000
1663417320,28220000000
1663417321,29330000000
1663417322,30730000000
1663417323,32130000000
1663417324,33440000000
1663417325,34860000000
1663417326,35680000000
1663417327,36900000000
1663417328,37920000000
1663417329,39160000000
1663417330,40210000000
1663417331,41250000000
1663417331,42040000000
