t,value
1663354239,4510000000
1663354240,4580000000
1663354241,4620000000
1663354242,4680000000
1663354243,4710000000
1663354244,5170000000
1663354245,6200000000
1663354246,7220000000
1663354247,8500000000
1663354248,9590000000
1663354249,10600000000
1663354250,11490000000
1663354251,12730000000
1663354252,13750000000
1663354253,14360000000
1663354254,14420000000
1663354255,15130000000
1663354256,16060000000
1663354257,16990000000
1663354258,18000000000
1663354259,18740000000
1663354260,19250000000
1663354261,19530000000
1663354262,20540000000
1663354263,20820000000
1663354264,21120000000
1663354264,21140000000
