t,count
1663356739,0
1663356740,0
1663356741,0
1663356742,0
1663356743,0
1663356744,0
1663356745,0
1663356746,0
1663356747,0
1663356748,13752
1663356749,13752
1663356750,15888
1663356751,20694
1663356752,20773
1663356753,20773
1663356754,27850
1663356755,27850
1663356756,27850
1663356757,29661
1663356758,29661
1663356759,29661
1663356760,37163
1663356761,37163
1663356762,37163
1663356763,45343
1663356764,47091
1663356765,48035
1663356766,49365
1663356767,49365
1663356768,49365
1663356769,49365
1663356770,51155
1663356771,51155
1663356772,57706
1663356773,57740
1663356774,57740
1663356774,63411
