t,count
1663425130,0
1663425131,0
1663425132,0
1663425133,0
1663425134,0
1663425135,0
1663425136,0
1663425137,0
1663425138,0
1663425139,4965
1663425140,4965
1663425141,4965
1663425142,4965
1663425143,4965
1663425144,8838
1663425145,8838
1663425146,8838
1663425147,8838
1663425148,8838
1663425149,8838
1663425150,8838
1663425151,8838
1663425152,12677
1663425153,12677
1663425154,12677
1663425155,12677
1663425156,12677
1663425157,17178
1663425158,17703
1663425159,18015
1663425160,18015
1663425161,18015
1663425162,18015
1663425163,18015
1663425164,18015
1663425165,18015
1663425165,21341
