t,count
1663427350,0
1663427351,0
1663427352,0
1663427353,0
1663427354,0
1663427355,0
1663427356,0
1663427357,0
1663427358,0
1663427359,9574
1663427360,9574
1663427361,9574
1663427362,9574
1663427363,13221
1663427364,16953
1663427365,16953
1663427366,16953
1663427367,16953
1663427368,16953
1663427369,16953
1663427370,23182
1663427371,23182
1663427372,23182
1663427373,23182
1663427374,30204
1663427375,31190
1663427376,31996
1663427377,31996
1663427378,31996
1663427379,31996
1663427380,31996
1663427381,31996
1663427382,37387
