t,count
1663424788,0
1663424789,0
1663424790,0
1663424791,0
1663424792,0
1663424793,0
1663424794,0
1663424795,0
1663424796,0
1663424797,0
1663424798,0
1663424799,6821
1663424800,6821
1663424801,6821
1663424802,6821
1663424803,6821
1663424804,6821
1663424805,11962
1663424806,11962
1663424807,11962
1663424808,11962
1663424809,11962
1663424810,11962
1663424811,11962
1663424812,11962
1663424813,19053
1663424814,19053
1663424815,19053
1663424816,19053
1663424817,19053
1663424818,19053
1663424819,19053
1663424820,19053
1663424821,19053
1663424822,19053
1663424823,19053
1663424824,19053
1663424825,19053
1663424826,25766
1663424827,25766
1663424828,25766
1663424829,25766
1663424830,25766
1663424831,25766
1663424832,25766
1663424833,32790
1663424834,32803
1663424835,33383
1663424836,33972
1663424837,33972
1663424838,33972
1663424839,33972
1663424840,33972
1663424841,33972
1663424842,38673
1663424843,38673
1663424844,38673
1663424845,38673
1663424846,38673
1663424847,44302
1663424848,44302
1663424849,44302
1663424850,44302
1663424851,44302
1663424852,44302
1663424853,49743
