t,count
1663432469,0
1663432470,0
1663432471,0
1663432472,0
1663432473,0
1663432474,0
1663432475,0
1663432476,0
1663432477,0
1663432478,0
1663432479,5800
1663432480,5800
1663432481,5800
1663432482,5800
1663432483,9659
1663432484,9701
1663432485,9701
1663432486,9701
1663432487,9701
1663432488,9701
1663432489,9701
1663432490,15165
1663432491,15165
1663432492,15165
1663432493,15165
1663432494,15165
1663432495,15165
1663432496,19265
1663432497,19265
1663432498,19265
1663432499,19265
1663432500,19265
1663432501,24038
1663432502,24038
1663432503,24038
1663432504,24038
1663432505,24038
1663432506,24038
1663432507,29544
1663432508,29862
1663432509,30534
1663432510,30534
1663432511,30534
1663432512,30534
1663432513,30534
1663432514,30534
1663432515,30534
1663432516,30534
1663432517,30534
1663432518,34714
1663432519,34722
1663432520,34722
1663432521,34722
1663432522,38401
1663432523,38413
