t,count
1663364575,0
1663364576,0
1663364577,0
1663364578,0
1663364579,0
1663364580,0
1663364581,0
1663364582,0
1663364583,12658
1663364584,12658
1663364585,12658
1663364586,18597
1663364587,18827
1663364588,18827
1663364589,25309
1663364590,25309
1663364592,25309
1663364592,27087
1663364593,27087
1663364594,32127
1663364595,32127
1663364596,32127
1663364597,32127
1663364598,40155
1663364599,41551
1663364600,42744
1663364601,42964
1663364602,42964
1663364603,42964
1663364604,44286
1663364605,44286
1663364606,49449
1663364607,49449
1663364608,54163
