t,count
1663375712,0
1663375713,0
1663375714,0
1663375715,0
1663375716,0
1663375717,0
1663375718,0
1663375719,0
1663375720,0
1663375721,5379
1663375722,5379
1663375723,5379
1663375724,5379
1663375725,5379
1663375726,9329
1663375727,9499
1663375728,9499
1663375729,9499
1663375730,9499
1663375731,9499
1663375732,14756
1663375733,14756
1663375734,14756
1663375735,14756
1663375736,14756
1663375737,14756
1663375738,14756
1663375739,14756
1663375740,14756
1663375741,14756
1663375742,19495
1663375743,19495
1663375744,19495
1663375745,19495
1663375746,19495
1663375747,19495
1663375748,25174
1663375749,25669
1663375750,26472
1663375751,26472
1663375752,26472
1663375753,26472
1663375754,29895
1663375755,29895
1663375756,29895
1663375757,29895
1663375758,33296
1663375759,33296
1663375760,33296
1663375761,33296
1663375762,37047
1663375763,37047
1663375764,37047
1663375765,37047
1663375766,40692
1663375766,40700
