t,value
1663354484,37394136
1663354485,37604960
1663354486,37718968
1663354487,37817176
1663354488,46806208
1663354489,60317304
1663354490,69943440
1663354491,75770880
1663354492,75812312
1663354493,81519488
1663354494,83935024
1663354495,83957752
1663354496,84039728
1663354497,84062560
1663354498,84204304
1663354499,85641280
1663354500,85848896
1663354501,85855408
1663354502,85853120
1663354503,89259776
1663354504,90236600
1663354505,90300672
1663354506,91612712
1663354507,92512704
1663354508,92753672
1663354509,92985640
1663354510,94786232
1663354511,95655648
