t,value
1663364436,37423904
1663364437,37596072
1663364438,37688376
1663364439,37786608
1663364440,46578928
1663364441,60931888
1663364442,71439752
1663364443,76264512
1663364444,77329520
1663364445,84683136
1663364446,86020128
1663364447,87229872
1663364448,87312312
1663364449,87482048
1663364450,91096664
1663364451,92359992
1663364452,93179168
1663364453,94647112
1663364454,95677264
1663364455,96957680
1663364456,97117920
1663364457,98184800
1663364458,98321232
1663364459,98716056
1663364460,99883000
1663364461,100778400
1663364461,101188856
