t,value
1663371052,37238904
1663371053,37419896
1663371054,37504248
1663371055,37596632
1663371056,40255976
1663371057,48792336
1663371058,59428880
1663371059,66407936
1663371060,73859048
1663371061,75919760
1663371062,76445184
1663371063,80320984
1663371064,80893016
1663371065,81333736
1663371066,81357240
1663371067,83301992
1663371068,83951424
1663371069,84949856
1663371070,85795712
1663371071,86389528
1663371072,88550120
1663371073,88915200
1663371074,90337824
1663371075,90499664
1663371076,91730584
1663371077,92234488
1663371077,91705464
