t,value
1663353303,37256864
1663353304,37443264
1663353305,37612376
1663353306,37695120
1663353307,37753360
1663353308,40785048
1663353309,44167184
1663353310,47254152
1663353311,55110328
1663353312,60444912
1663353313,63197472
1663353314,70483232
1663353315,75919112
1663353316,76364784
1663353317,76765152
1663353318,76810200
1663353319,79132088
1663353320,80925432
1663353321,81167544
1663353322,81467496
1663353323,84694736
1663353324,85383672
1663353325,85450560
1663353326,85972696
1663353327,85979832
1663353328,86701032
1663353329,86779032
1663353330,86751240
1663353331,88434016
1663353332,88939056
1663353333,89053152
1663353334,90491944
1663353335,90135424
1663353336,90237312
1663353337,91106328
1663353338,91510904
1663353339,91601952
