t,value
1663354956,37168104
1663354957,37401272
1663354958,37521208
1663354959,37592336
1663354960,37691776
1663354961,37759696
1663354962,37813336
1663354963,37845896
1663354964,37865656
1663354965,37893744
1663354966,45334248
1663354967,57081296
1663354968,70624624
1663354969,80491272
1663354970,83345296
1663354971,83055360
1663354972,84562984
1663354973,84658968
1663354974,84731896
1663354975,84808992
1663354976,84842048
1663354977,84901472
1663354978,84905312
1663354979,84917312
1663354980,88740808
1663354981,91113112
1663354982,92935600
1663354983,93464576
1663354984,93586200
1663354985,93798048
1663354986,93865944
