t,value
1663370158,37269680
1663370159,37433280
1663370160,37568848
1663370161,37663736
1663370162,40294016
1663370163,50892136
1663370164,61117264
1663370165,67551616
1663370166,75552232
1663370167,76715200
1663370168,77671776
1663370169,85300616
1663370170,85766720
1663370171,86314384
1663370172,87411072
1663370173,87547920
1663370174,87763376
1663370175,87287432
1663370176,90091288
1663370177,90672624
1663370178,91564872
1663370179,93088216
1663370180,93786144
1663370181,95209112
1663370182,95575672
1663370183,96035688
1663370184,96467560
1663370185,96533528
1663370186,96627832
1663370187,97803736
1663370188,98318656
1663370189,99178912
1663370189,99656856
