t,value
1663377575,37440880
1663377576,37626864
1663377577,37750776
1663377578,37867168
1663377579,48593584
1663377580,62332200
1663377581,75538736
1663377582,76662064
1663377583,76967736
1663377584,77091272
1663377585,77143712
1663377586,77505008
1663377587,77250312
1663377588,76780312
1663377589,76857712
1663377590,76883584
1663377591,76939904
1663377592,77033368
1663377593,77038608
1663377594,77968184
1663377595,83117640
1663377596,83059840
1663377597,83296464
1663377598,83350824
1663377599,83399472
1663377600,83774824
1663377601,85680936
1663377602,85472168
1663377603,85476688
1663377604,85492512
1663377605,85514944
1663377606,85532168
1663377607,85549928
1663377608,89700832
1663377609,89732504
1663377610,89779096
1663377611,89822672
1663377612,89841552
1663377613,90274344
1663377614,91283392
1663377615,91314584
1663377616,91328152
1663377617,91354640
1663377618,91370720
1663377619,91403680
1663377620,91784568
