t,value
1663360318,37364600
1663360319,37583624
1663360320,37691928
1663360321,37792328
1663360322,37851696
1663360323,37910664
1663360324,37961768
1663360325,38002240
1663360326,38024176
1663360327,38040000
1663360328,38053640
1663360329,38146832
1663360330,38266128
1663360331,38284680
1663360332,41875528
1663360333,48486864
1663360334,59972656
1663360335,63605256
1663360336,71733952
1663360337,76412360
1663360338,76920096
1663360339,77390528
1663360340,77420272
1663360341,79838216
1663360342,84942728
1663360343,84809688
1663360344,85305216
1663360345,86494336
1663360346,87221152
1663360347,87408384
1663360348,87559568
1663360349,87611536
1663360350,87609752
1663360351,87577312
1663360352,90516680
1663360353,91056784
1663360354,91953776
1663360355,92131392
1663360356,92539200
1663360357,92879296
1663360358,93603656
1663360359,95106200
1663360360,94639040
1663360361,95632032
1663360362,96105232
1663360363,96156224
1663360364,96461136
1663360365,96464720
1663360366,97549600
1663360367,97619976
1663360368,98223744
1663360369,98582760
1663360370,98892504
1663360370,99064576
