t,value
1663435233,37349800
1663435234,37542416
1663435235,37609080
1663435236,38917608
1663435237,48163824
1663435238,62213392
1663435239,73507424
1663435240,76391072
1663435241,76749088
1663435242,77189968
1663435243,78752744
1663435244,81668376
1663435245,81440944
1663435246,81207792
1663435247,81161608
1663435248,81508264
1663435249,81556104
1663435250,81611864
1663435251,81618904
1663435252,84326632
1663435253,84577368
1663435254,84621928
1663435255,85640344
1663435256,86564864
1663435257,86654488
1663435258,86679336
1663435259,87374224
1663435260,88340224
1663435261,89812248
1663435262,90810152
1663435263,91085024
1663435264,91326104
1663435265,91265592
1663435266,91190328
1663435267,91692200
1663435268,91713600
1663435269,91836032
1663435270,92393872
1663435270,92638624
