t,value
1663425130,37296088
1663425131,37478688
1663425132,37570952
1663425133,38191712
1663425134,48323824
1663425135,62468672
1663425136,75409600
1663425137,76083856
1663425138,76377088
1663425139,76791968
1663425140,80434520
1663425141,80650784
1663425142,80776472
1663425143,80825264
1663425144,81223024
1663425145,81258880
1663425146,81309408
1663425147,81361944
1663425148,83500944
1663425149,84278064
1663425150,84417520
1663425151,85346856
1663425152,85378936
1663425153,86195296
1663425154,86249976
1663425155,86606040
1663425156,86819192
1663425157,87988832
1663425158,90264144
1663425159,89980568
1663425160,89993072
1663425161,89982520
1663425162,90173880
1663425163,90654592
1663425164,90665232
1663425165,91289336
1663425165,91385304
