t,value
1663358496,37476192
1663358497,37664208
1663358498,37816912
1663358499,37896096
1663358500,47515768
1663358501,60127784
1663358502,72711168
1663358503,76357376
1663358504,77087128
1663358505,80228048
1663358506,85140984
1663358507,85487296
1663358508,87019424
1663358509,87509744
1663358510,87875208
1663358511,87986736
1663358512,88087624
1663358513,90264672
1663358514,91179272
1663358515,92016528
1663358516,93526344
1663358517,93782008
1663358518,94383856
1663358519,95837528
1663358520,96227680
1663358521,96140560
1663358522,97588184
1663358523,97840096
1663358524,97923840
1663358525,98109192
1663358526,99085968
1663358527,99878880
1663358528,100103936
1663358529,100362104
1663358529,100678952
