t,count
1663377528,0
1663377529,0
1663377530,0
1663377531,0
1663377532,0
1663377533,0
1663377534,0
1663377535,0
1663377536,0
1663377537,0
1663377538,0
1663377539,7034
1663377540,7034
1663377541,7034
1663377542,7034
1663377543,7034
1663377544,7034
1663377545,7034
1663377546,7034
1663377547,7034
1663377548,7034
1663377549,7034
1663377550,7034
1663377551,7034
1663377552,13434
1663377553,13434
1663377554,13434
1663377555,13434
1663377556,13434
1663377557,13434
1663377558,18684
1663377559,18684
1663377560,18684
1663377561,18684
1663377562,18684
1663377563,18684
1663377564,24252
1663377565,24252
1663377566,24252
1663377567,24252
1663377568,24252
1663377568,29083
