t,count
1663362606,0
1663362607,0
1663362608,0
1663362609,0
1663362610,0
1663362611,0
1663362612,0
1663362613,0
1663362614,0
1663362615,9270
1663362616,9270
1663362617,9270
1663362618,9270
1663362619,13828
1663362620,14071
1663362621,14071
1663362622,17717
1663362623,17717
1663362624,17717
1663362625,17717
1663362626,17717
1663362627,22222
1663362628,22222
1663362629,22222
1663362630,26730
1663362631,27513
1663362632,28040
1663362633,28627
1663362634,29435
1663362635,29435
1663362636,29435
1663362637,29435
1663362638,32984
1663362639,33022
1663362639,35435
