t,count
1663428694,0
1663428695,0
1663428696,0
1663428697,0
1663428698,0
1663428699,0
1663428700,0
1663428701,0
1663428702,12870
1663428703,12870
1663428704,12870
1663428705,18616
1663428706,18616
1663428707,18616
1663428708,24666
1663428709,24666
1663428710,24666
1663428711,26646
1663428712,26646
1663428713,32256
1663428714,32256
1663428715,32256
1663428716,37783
1663428717,38675
1663428718,39526
1663428719,39526
1663428720,39526
1663428721,39526
1663428722,43620
1663428723,44858
1663428723,47551
