t,count
1663360684,0
1663360685,0
1663360686,0
1663360687,0
1663360688,0
1663360689,0
1663360690,0
1663360691,0
1663360692,0
1663360693,0
1663360694,0
1663360695,0
1663360696,6306
1663360697,6306
1663360698,6306
1663360699,8597
1663360700,8766
1663360701,8766
1663360702,10221
1663360703,10221
1663360704,10221
1663360705,10221
1663360706,11384
1663360707,11384
1663360708,11384
1663360709,13429
1663360710,13788
1663360711,14129
1663360712,14129
1663360713,14129
1663360714,15362
1663360715,16177
1663360715,16196
