t,count
1663365109,0
1663365110,0
1663365111,0
1663365112,0
1663365113,0
1663365114,0
1663365115,0
1663365116,0
1663365117,0
1663365118,14136
1663365119,14136
1663365120,14136
1663365121,21889
1663365122,22077
1663365123,22077
1663365124,22077
1663365125,30547
1663365126,30547
1663365127,30547
1663365128,30547
1663365129,32735
1663365130,32735
1663365131,32735
1663365132,41900
1663365133,41900
1663365134,41900
1663365135,41900
1663365136,51855
1663365137,52775
1663365138,53908
1663365139,53908
1663365140,53908
1663365141,55965
1663365142,55965
1663365143,55965
1663365144,63704
1663365145,63704
1663365146,67753
1663365146,70165
