t,count
1663433204,0
1663433205,0
1663433206,0
1663433207,0
1663433208,0
1663433209,0
1663433210,0
1663433211,0
1663433212,0
1663433213,0
1663433214,0
1663433215,0
1663433216,7684
1663433217,7684
1663433218,7684
1663433219,7684
1663433220,7684
1663433221,7684
1663433222,7684
1663433223,7684
1663433224,15180
1663433225,15180
1663433226,15180
1663433227,15180
1663433228,15180
1663433229,15180
1663433230,15180
1663433231,15180
1663433232,15180
1663433233,15180
1663433234,15180
1663433235,15180
1663433236,15180
1663433237,15180
1663433238,15180
1663433239,22892
1663433240,22892
1663433241,22892
1663433242,22892
1663433243,22892
1663433244,22892
1663433245,22892
1663433246,22892
1663433247,22892
1663433248,31791
1663433249,32571
1663433250,33083
1663433251,33083
1663433252,33083
1663433253,33083
1663433254,33083
1663433255,33083
1663433256,33083
1663433257,33083
1663433258,33083
1663433259,33083
1663433260,33083
1663433261,33083
1663433262,33083
1663433262,39754
