t,value
1663360607,37370944
1663360608,37561752
1663360609,37669592
1663360610,37760560
1663360611,37847664
1663360612,43874048
1663360613,48677224
1663360614,57886824
1663360615,62818096
1663360617,69917488
1663360617,75580976
1663360618,76090872
1663360619,76845576
1663360620,82244008
1663360621,84488416
1663360622,84532096
1663360623,84579824
1663360624,84729864
1663360625,85559296
1663360626,87015832
1663360627,86652536
1663360628,86697696
1663360629,89165984
1663360630,90892248
1663360631,91581160
1663360632,92134472
1663360633,93172832
1663360634,93950296
1663360635,94477624
1663360636,94665392
1663360637,96158448
1663360638,96741848
1663360639,96930096
