t,value
1663376105,37520528
1663376106,37689384
1663376107,37798840
1663376108,37900640
1663376109,48183848
1663376110,62367936
1663376111,76043832
1663376112,76925136
1663376113,80644128
1663376114,84579224
1663376115,85310264
1663376116,87146664
1663376117,87374032
1663376118,87471088
1663376119,87485336
1663376120,90874240
1663376121,90729120
1663376122,92062360
1663376123,93407632
1663376124,95332624
1663376125,95225536
1663376126,95154656
1663376127,95999104
1663376128,96615080
1663376129,96763032
1663376129,97048488
