t,value
1663356084,37291608
1663356085,37462648
1663356086,37604272
1663356087,37729112
1663356088,39187560
1663356089,49888976
1663356090,61688616
1663356091,69415232
1663356092,75704752
1663356093,76376024
1663356094,76880192
1663356095,77039376
1663356096,76622784
1663356097,76901848
1663356098,82189760
1663356099,82433688
1663356100,83022296
1663356101,84787192
1663356102,85167360
1663356103,85182912
1663356104,89682760
1663356105,89796592
1663356106,90286424
1663356107,90870632
1663356108,91194752
1663356108,91428616
