t,value
1663366255,37307568
1663366256,37480584
1663366257,37588960
1663366258,38887048
1663366259,48298832
1663366260,62489344
1663366261,74928488
1663366262,76075544
1663366263,77002688
1663366264,85195520
1663366265,85162936
1663366266,87152624
1663366267,87315640
1663366268,87744200
1663366269,91439864
1663366270,92304848
1663366271,93560440
1663366272,93661432
1663366273,95026776
1663366274,94903504
1663366275,96547000
1663366276,97266040
1663366277,98264608
1663366278,98376816
1663366279,98876984
1663366280,99212080
1663366281,100578240
1663366282,101220600
