t,value
1663419554,37538424
1663419555,37748696
1663419556,37851416
1663419557,37928352
1663419558,47984976
1663419559,62581144
1663419560,73500208
1663419561,76351056
1663419562,76743032
1663419563,77276744
1663419564,81165840
1663419565,81407912
1663419566,81491920
1663419567,81897288
1663419568,82060728
1663419569,81948440
1663419570,81592720
1663419571,85086640
1663419572,84831992
1663419573,84543152
1663419574,85600080
1663419575,86267312
1663419576,86500488
1663419577,87531144
1663419578,89756056
1663419579,90744232
1663419580,90407584
1663419581,91898744
1663419582,91936864
1663419583,92587112
1663419584,92628608
1663419585,93155776
1663419586,93377528
