t,value
1663381000,37339768
1663381001,37523704
1663381002,37671672
1663381003,37755584
1663381004,47159760
1663381005,60487456
1663381006,71918472
1663381007,75927992
1663381008,76462304
1663381009,76919128
1663381010,80146200
1663381011,81632768
1663381012,81545608
1663381013,81745240
1663381014,84446752
1663381015,85377296
1663381016,85617848
1663381017,86390776
1663381018,85665176
1663381019,86349696
1663381020,86372320
1663381021,87255664
1663381022,87327984
1663381023,88034040
1663381024,89214568
1663381025,91562296
1663381026,91105128
1663381027,91692160
1663381028,91706472
1663381029,91796816
1663381030,92800224
1663381031,92944000
1663381032,93776528
1663381032,93822920
