t,value
1663422587,37560136
1663422588,37761136
1663422589,37887800
1663422590,37966496
1663422591,48030248
1663422592,62012368
1663422593,73685072
1663422594,76499672
1663422595,77833392
1663422596,86075024
1663422597,86538976
1663422598,87050128
1663422599,87623800
1663422600,88108552
1663422601,88155024
1663422602,90376152
1663422603,92433576
1663422604,93572328
1663422605,94580632
1663422606,95541232
1663422607,96500824
1663422608,96979088
1663422609,97759856
1663422610,98724976
1663422611,99369440
1663422611,99725296
